dr_no,area_name,crm_cd,crm_cd_desc,vict_age,vict_sex,vict_descent,premis_desc,status_desc
200106332,Central,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,46.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
222016499,Olympic,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,29.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200300908,Southwest,763.0,STALKING,41.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
201607777,Foothill,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,56.0,M,W,SINGLE FAMILY DWELLING,Adult Other
201813077,Southeast,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,73.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
210618517,Hollywood,354.0,THEFT OF IDENTITY,58.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
211819759,Southeast,624.0,BATTERY - SIMPLE ASSAULT,58.0,M,B,STREET,Invest Cont
210117550,Central,210.0,ROBBERY,36.0,M,B,SIDEWALK,Invest Cont
201707630,Devonshire,330.0,BURGLARY FROM VEHICLE,41.0,F,H,STREET,Invest Cont
201821636,Southeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),38.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
221914834,Mission,624.0,BATTERY - SIMPLE ASSAULT,24.0,M,H,HOSPITAL,Invest Cont
201811487,Southeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,17.0,M,B,STREET,Invest Cont
212018104,Olympic,330.0,BURGLARY FROM VEHICLE,30.0,F,K,STREET,Invest Cont
201808184,Southeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),9.0,F,W,OTHER BUSINESS,Invest Cont
220107677,Central,210.0,ROBBERY,30.0,M,B,STREET,Invest Cont
200314570,Southwest,210.0,ROBBERY,24.0,M,B,ALLEY,Invest Cont
231109198,Northeast,354.0,THEFT OF IDENTITY,27.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
211206847,77th Street,946.0,OTHER MISCELLANEOUS CRIME,27.0,M,H,STREET,Adult Arrest
202018593,Olympic,624.0,BATTERY - SIMPLE ASSAULT,59.0,M,H,BAR/SPORTS BAR (OPEN DAY & NIGHT),Invest Cont
210605012,Hollywood,237.0,CHILD NEGLECT (SEE 300 W.I.C.),8.0,F,O,SINGLE FAMILY DWELLING,Adult Arrest
201310280,Newton,330.0,BURGLARY FROM VEHICLE,42.0,M,H,STREET,Invest Cont
200906383,Van Nuys,624.0,BATTERY - SIMPLE ASSAULT,59.0,M,W,GARAGE/CARPORT,Adult Other
210415586,Hollenbeck,946.0,OTHER MISCELLANEOUS CRIME,49.0,M,H,STREET,Invest Cont
210219368,Rampart,354.0,THEFT OF IDENTITY,35.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201811850,Southeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),25.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
201513641,N Hollywood,330.0,BURGLARY FROM VEHICLE,63.0,M,O,PARKING LOT,Invest Cont
200715157,Wilshire,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),30.0,M,W,ALLEY,Invest Cont
211821874,Southeast,330.0,BURGLARY FROM VEHICLE,33.0,F,H,STREET,Invest Cont
200618286,Hollywood,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,42.0,M,A,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
220204689,Rampart,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,39.0,M,A,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
200510248,Harbor,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,24.0,F,H,SINGLE FAMILY DWELLING,Adult Other
200512774,Harbor,330.0,BURGLARY FROM VEHICLE,27.0,F,H,GARAGE/CARPORT,Invest Cont
211116945,Northeast,354.0,THEFT OF IDENTITY,32.0,F,H,GAS STATION,Invest Cont
211913580,Mission,352.0,PICKPOCKET,26.0,M,H,PARKING LOT,Invest Cont
201613674,Foothill,310.0,BURGLARY,42.0,F,O,SINGLE FAMILY DWELLING,Invest Cont
221117325,Northeast,310.0,BURGLARY,48.0,F,W,PUBLIC STORAGE,Invest Cont
211512064,N Hollywood,624.0,BATTERY - SIMPLE ASSAULT,65.0,M,W,SIDEWALK,Invest Cont
201106927,Northeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),28.0,F,H,DEPARTMENT STORE,Invest Cont
201805561,Southeast,330.0,BURGLARY FROM VEHICLE,25.0,F,B,DRIVEWAY,Adult Other
210320576,Southwest,624.0,BATTERY - SIMPLE ASSAULT,39.0,M,H,MTA BUS,Invest Cont
211308143,Newton,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,45.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
220514587,Harbor,900.0,VIOLATION OF COURT ORDER,27.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
201817098,Southeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36.0,F,B,VEHICLE PASSENGER/TRUCK,Invest Cont
200904485,Van Nuys,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,41.0,F,H,STREET,Invest Cont
202109114,Topanga,220.0,ATTEMPTED ROBBERY,27.0,F,W,SIDEWALK,Invest Cont
211609329,Foothill,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,24.0,M,H,PARKING LOT,Adult Arrest
210805719,West LA,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,99.0,F,W,SINGLE FAMILY DWELLING,Adult Arrest
210909706,Van Nuys,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),46.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200208302,Rampart,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),49.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
200214592,Rampart,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,39.0,M,H,SIDEWALK,Invest Cont
212008059,Olympic,763.0,STALKING,31.0,F,W,SIDEWALK,Adult Arrest
211910176,Mission,624.0,BATTERY - SIMPLE ASSAULT,24.0,M,H,PARKING LOT,Invest Cont
201109834,Northeast,888.0,TRESPASSING,45.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
200110543,Central,624.0,BATTERY - SIMPLE ASSAULT,34.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
201308725,Newton,860.0,BATTERY WITH SEXUAL CONTACT,56.0,M,H,OTHER BUSINESS,Invest Cont
201227027,77th Street,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,66.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
201105266,Northeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),22.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
211108004,Northeast,310.0,BURGLARY,37.0,M,H,PUBLIC STORAGE,Invest Cont
211411243,Pacific,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),51.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
211415182,Pacific,762.0,LEWD CONDUCT,27.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200122677,Central,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,30.0,M,H,PARKING LOT,Invest Cont
211712390,Devonshire,624.0,BATTERY - SIMPLE ASSAULT,28.0,M,W,SINGLE FAMILY DWELLING,Adult Other
200710703,Wilshire,330.0,BURGLARY FROM VEHICLE,60.0,F,C,SINGLE FAMILY DWELLING,Invest Cont
210604580,Hollywood,624.0,BATTERY - SIMPLE ASSAULT,68.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
220808237,West LA,763.0,STALKING,34.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
211305771,Newton,210.0,ROBBERY,40.0,M,H,PARK/PLAYGROUND,Juv Arrest
201514859,N Hollywood,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),29.0,M,X,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211700903,Devonshire,330.0,BURGLARY FROM VEHICLE,36.0,F,H,PARKING LOT,Invest Cont
211510342,N Hollywood,330.0,BURGLARY FROM VEHICLE,41.0,F,H,PARKING LOT,Invest Cont
201822614,Southeast,624.0,BATTERY - SIMPLE ASSAULT,2.0,M,H,SIDEWALK,Invest Cont
200616732,Hollywood,946.0,OTHER MISCELLANEOUS CRIME,35.0,F,W,GARAGE/CARPORT,Invest Cont
200804888,West LA,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),56.0,F,O,STREET,Invest Cont
210315436,Southwest,330.0,BURGLARY FROM VEHICLE,55.0,M,B,STREET,Invest Cont
210411622,Hollenbeck,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),50.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
221817662,Southeast,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),60.0,F,B,STREET,Invest Cont
201114880,Northeast,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,31.0,F,H,SINGLE FAMILY DWELLING,Adult Other
210511090,Harbor,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,9.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
211917072,Mission,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),45.0,M,H,STREET,Invest Cont
201218201,77th Street,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,52.0,M,H,STREET,Invest Cont
211704167,Devonshire,624.0,BATTERY - SIMPLE ASSAULT,19.0,M,H,STREET,Invest Cont
200117440,Central,121.0,RAPE FORCIBLE,32.0,F,H,SIDEWALK,Invest Cont
211409542,Pacific,350.0,THEFT PERSON,37.0,F,W,HOTEL,Invest Cont
220817485,West LA,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,32.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201212750,77th Street,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,44.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
212015302,Olympic,480.0,BIKE - STOLEN,28.0,M,B,RESTAURANT/FAST FOOD,Invest Cont
211206478,77th Street,350.0,THEFT PERSON,29.0,F,B,OTHER BUSINESS,Invest Cont
202106718,Topanga,624.0,BATTERY - SIMPLE ASSAULT,27.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
210109376,Central,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,37.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211219681,77th Street,888.0,TRESPASSING,57.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
230807072,West LA,210.0,ROBBERY,28.0,M,W,STREET,Invest Cont
211510582,N Hollywood,649.0,DOCUMENT FORGERY / STOLEN FELONY,74.0,M,W,MAIL BOX,Invest Cont
201518676,N Hollywood,330.0,BURGLARY FROM VEHICLE,37.0,M,W,STREET,Invest Cont
210121841,Central,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),41.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211104676,Northeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),34.0,M,W,PUBLIC STORAGE,Invest Cont
212015574,Olympic,354.0,THEFT OF IDENTITY,64.0,M,A,SINGLE FAMILY DWELLING,Invest Cont
201511844,N Hollywood,440.0,THEFT PLAIN - PETTY ($950 & UNDER),34.0,F,W,GARAGE/CARPORT,Invest Cont
210618253,Hollywood,624.0,BATTERY - SIMPLE ASSAULT,46.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211204036,77th Street,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,52.0,F,H,STREET,Adult Arrest
201911044,Mission,330.0,BURGLARY FROM VEHICLE,61.0,M,W,STREET,Invest Cont
211518183,N Hollywood,310.0,BURGLARY,72.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
211914650,Mission,648.0,ARSON,46.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
220704435,Wilshire,110.0,CRIMINAL HOMICIDE,24.0,F,W,OTHER STORE,Adult Arrest
201314483,Newton,624.0,BATTERY - SIMPLE ASSAULT,49.0,M,H,SIDEWALK,Invest Cont
211318072,Newton,354.0,THEFT OF IDENTITY,30.0,M,B,CYBERSPACE,Invest Cont
201817340,Southeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),50.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211004152,West Valley,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),34.0,M,W,PARKING LOT,Invest Cont
201913104,Mission,761.0,BRANDISH WEAPON,25.0,F,H,DEPARTMENT STORE,Invest Cont
200319515,Southwest,662.0,BUNCO GRAND THEFT,19.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210516641,Harbor,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),60.0,M,O,VEHICLE PASSENGER/TRUCK,Adult Other
211605040,Foothill,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),36.0,F,H,STREET,Invest Cont
202109997,Topanga,623.0,BATTERY POLICE (SIMPLE),40.0,M,A,SINGLE FAMILY DWELLING,Invest Cont
220110661,Central,761.0,BRANDISH WEAPON,51.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201304091,Newton,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,18.0,F,B,SINGLE FAMILY DWELLING,Adult Arrest
201415423,Pacific,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),39.0,M,W,OTHER RESIDENCE,Invest Cont
212110199,Topanga,624.0,BATTERY - SIMPLE ASSAULT,44.0,M,A,NAIL SALON,Invest Cont
210319353,Southwest,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),40.0,M,C,STREET,Invest Cont
201216643,77th Street,330.0,BURGLARY FROM VEHICLE,53.0,M,W,PARKING LOT,Invest Cont
211507357,N Hollywood,210.0,ROBBERY,40.0,M,W,HOTEL,Invest Cont
210618091,Hollywood,210.0,ROBBERY,37.0,M,W,VACANT LOT,Adult Other
211609166,Foothill,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,72.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
201800653,Southeast,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,36.0,M,H,SINGLE FAMILY DWELLING,Adult Other
201309403,Newton,440.0,THEFT PLAIN - PETTY ($950 & UNDER),58.0,M,B,PORCH RESIDENTIAL,Invest Cont
211423414,Pacific,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,67.0,M,W,PARKING LOT,Invest Cont
211820326,Southeast,903.0,CONTEMPT OF COURT,41.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
221701020,Devonshire,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),51.0,M,H,YARD (RESIDENTIAL/BUSINESS),Adult Arrest
210511091,Harbor,210.0,ROBBERY,27.0,M,H,STREET,Invest Cont
211224105,77th Street,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,62.0,M,H,RESTAURANT/FAST FOOD,Adult Arrest
201117095,Northeast,310.0,BURGLARY,36.0,F,O,GARAGE/CARPORT,Invest Cont
200812588,West LA,480.0,BIKE - STOLEN,73.0,M,W,GARAGE/CARPORT,Invest Cont
201007822,West Valley,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50.0,F,O,STREET,Invest Cont
212105469,Topanga,901.0,VIOLATION OF RESTRAINING ORDER,21.0,F,O,SINGLE FAMILY DWELLING,Adult Other
201013434,West Valley,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),32.0,M,H,PARKING LOT,Invest Cont
202014213,Olympic,624.0,BATTERY - SIMPLE ASSAULT,59.0,F,B,SINGLE FAMILY DWELLING,Adult Other
210205591,Rampart,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),23.0,M,J,STREET,Invest Cont
221413779,Pacific,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),72.0,F,W,OTHER PREMISE,Invest Cont
200410823,Hollenbeck,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,26.0,F,H,SINGLE FAMILY DWELLING,Adult Other
211007807,West Valley,354.0,THEFT OF IDENTITY,38.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
200515719,Harbor,624.0,BATTERY - SIMPLE ASSAULT,26.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210509361,Harbor,886.0,DISTURBING THE PEACE,50.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
200805538,West LA,440.0,THEFT PLAIN - PETTY ($950 & UNDER),87.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
210707156,Wilshire,624.0,BATTERY - SIMPLE ASSAULT,23.0,M,W,STREET,Invest Cont
211509531,N Hollywood,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),46.0,F,O,WAREHOUSE,Adult Arrest
201905416,Mission,330.0,BURGLARY FROM VEHICLE,23.0,M,W,SIDEWALK,Invest Cont
220708111,Wilshire,354.0,THEFT OF IDENTITY,51.0,M,K,AUTOMATED TELLER MACHINE (ATM),Invest Cont
211819550,Southeast,763.0,STALKING,30.0,F,H,SINGLE FAMILY DWELLING,Adult Other
201904545,Mission,330.0,BURGLARY FROM VEHICLE,59.0,F,H,DRIVEWAY,Invest Cont
210406855,Hollenbeck,888.0,TRESPASSING,92.0,F,H,SINGLE FAMILY DWELLING,Adult Other
212007109,Olympic,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),42.0,F,H,STREET,Invest Cont
200616074,Hollywood,624.0,BATTERY - SIMPLE ASSAULT,51.0,M,W,STREET,Invest Cont
211814032,Southeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),29.0,M,B,DRIVEWAY,Invest Cont
211320866,Newton,350.0,THEFT PERSON,59.0,F,O,SIDEWALK,Invest Cont
210410872,Hollenbeck,354.0,THEFT OF IDENTITY,41.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
200110737,Central,480.0,BIKE - STOLEN,25.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210610790,Hollywood,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),46.0,M,B,VEHICLE PASSENGER/TRUCK,Invest Cont
210304784,Southwest,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),20.0,X,X,DRUG STORE,Invest Cont
210715027,Wilshire,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),20.0,M,H,THE BEVERLY CONNECTION,Invest Cont
210900738,Van Nuys,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,39.0,F,W,SIDEWALK,Adult Other
210318942,Southwest,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,66.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200218473,Rampart,330.0,BURGLARY FROM VEHICLE,42.0,F,H,STREET,Invest Cont
200205642,Rampart,440.0,THEFT PLAIN - PETTY ($950 & UNDER),26.0,M,H,PARKING LOT,Invest Cont
200915389,Van Nuys,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38.0,M,H,STREET,Invest Cont
200917287,Van Nuys,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,33.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
210807206,West LA,763.0,STALKING,30.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200816779,West LA,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,22.0,F,W,STREET,Invest Cont
222014409,Olympic,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),37.0,M,H,STREET,Invest Cont
201211697,77th Street,310.0,BURGLARY,53.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
210917226,Van Nuys,310.0,BURGLARY,28.0,M,W,GARAGE/CARPORT,Invest Cont
221614430,Foothill,440.0,THEFT PLAIN - PETTY ($950 & UNDER),64.0,F,O,YARD (RESIDENTIAL/BUSINESS),Invest Cont
221204280,77th Street,666.0,BUNCO ATTEMPT,65.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
200918430,Van Nuys,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,28.0,F,B,SINGLE FAMILY DWELLING,Adult Other
201615054,Foothill,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),55.0,M,O,OTHER BUSINESS,Invest Cont
212011933,Olympic,888.0,TRESPASSING,41.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
211013779,West Valley,902.0,VIOLATION OF TEMPORARY RESTRAINING ORDER,32.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
200206445,Rampart,624.0,BATTERY - SIMPLE ASSAULT,75.0,M,O,SIDEWALK,Invest Cont
210411324,Hollenbeck,624.0,BATTERY - SIMPLE ASSAULT,36.0,M,H,STREET,Adult Other
210122040,Central,434.0,FALSE IMPRISONMENT,30.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
220407739,Hollenbeck,354.0,THEFT OF IDENTITY,45.0,M,H,BANK,Invest Cont
211000973,West Valley,815.0,SEXUAL PENETRATION W/FOREIGN OBJECT,10.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201317655,Newton,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,32.0,F,B,STREET,Adult Other
210609945,Hollywood,210.0,ROBBERY,30.0,M,W,STREET,Invest Cont
212017188,Olympic,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),39.0,M,H,STREET,Invest Cont
201916673,Mission,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,26.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
220704368,Wilshire,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),39.0,F,C,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211820415,Southeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,20.0,F,B,STREET,Invest Cont
201205924,77th Street,624.0,BATTERY - SIMPLE ASSAULT,34.0,F,B,SIDEWALK,Invest Cont
220115452,Central,330.0,BURGLARY FROM VEHICLE,33.0,M,W,PARKING LOT,Invest Cont
210508493,Harbor,624.0,BATTERY - SIMPLE ASSAULT,49.0,F,H,STREET,Invest Cont
201506967,N Hollywood,624.0,BATTERY - SIMPLE ASSAULT,17.0,F,A,STREET,Adult Arrest
200116081,Central,761.0,BRANDISH WEAPON,37.0,M,H,SIDEWALK,Invest Cont
200707660,Wilshire,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),53.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210917124,Van Nuys,888.0,TRESPASSING,74.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
210310485,Southwest,624.0,BATTERY - SIMPLE ASSAULT,37.0,M,H,STREET,Invest Cont
200807557,West LA,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,60.0,F,W,OFFICE BUILDING/OFFICE,Invest Cont
201310531,Newton,330.0,BURGLARY FROM VEHICLE,48.0,F,B,DRIVEWAY,Invest Cont
201111185,Northeast,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),30.0,F,W,SIDEWALK,Invest Cont
210204942,Rampart,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),25.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
200913810,Van Nuys,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),59.0,M,O,GAS STATION,Adult Arrest
201111703,Northeast,350.0,THEFT PERSON,26.0,F,W,SIDEWALK,Invest Cont
210705657,Wilshire,624.0,BATTERY - SIMPLE ASSAULT,24.0,M,O,GAS STATION,Invest Cont
210208094,Rampart,330.0,BURGLARY FROM VEHICLE,37.0,F,W,GARAGE/CARPORT,Invest Cont
201207455,77th Street,354.0,THEFT OF IDENTITY,26.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210210022,Rampart,624.0,BATTERY - SIMPLE ASSAULT,44.0,M,W,SIDEWALK,Invest Cont
201409982,Pacific,310.0,BURGLARY,57.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
201219112,77th Street,624.0,BATTERY - SIMPLE ASSAULT,34.0,F,B,STREET,Invest Cont
201507283,N Hollywood,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,55.0,F,W,SINGLE FAMILY DWELLING,Adult Other
200912190,Van Nuys,330.0,BURGLARY FROM VEHICLE,35.0,M,W,STREET,Invest Cont
200900691,Van Nuys,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,54.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
201407958,Pacific,440.0,THEFT PLAIN - PETTY ($950 & UNDER),66.0,F,B,TRANSPORTATION FACILITY (AIRPORT),Invest Cont
220904446,Van Nuys,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,46.0,F,X,OTHER PREMISE,Adult Other
200614012,Hollywood,625.0,OTHER ASSAULT,36.0,M,H,SIDEWALK,Invest Cont
220116503,Central,330.0,BURGLARY FROM VEHICLE,30.0,F,V,PARKING LOT,Invest Cont
210205212,Rampart,812.0,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),11.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211315514,Newton,761.0,BRANDISH WEAPON,24.0,F,H,OTHER BUSINESS,Invest Cont
200717277,Wilshire,310.0,BURGLARY,38.0,M,W,OTHER BUSINESS,Invest Cont
211711100,Devonshire,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,33.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211219611,77th Street,440.0,THEFT PLAIN - PETTY ($950 & UNDER),60.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
210915851,Van Nuys,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,27.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
211714930,Devonshire,354.0,THEFT OF IDENTITY,79.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
211710703,Devonshire,310.0,BURGLARY,62.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
211811688,Southeast,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,30.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210115857,Central,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,27.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
